source_index,original,augmented,food,service,place,cost
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên phục vụ dễ thương và thân thiện. Giá nước từ khoảng 45 vnd trở lên, phí giữ xe là 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên ở quán khá dễ thương và thân thiện. Nước có giá từ 45 vnd trở lên, gửi xe mất 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Đội ngũ phục vụ rất dễ thương và thân thiện. Giá nước bắt đầu từ 45 vnd, phí giữ xe 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên phục vụ thân thiện, dễ thương. Giá đồ uống từ khoảng 45 vnd trở lên, giữ xe 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên phục vụ nhiệt tình, dễ thương. Nước có giá từ 45 vnd trở lên và phí gửi xe là 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên ở đây khá thân thiện và dễ thương. Giá nước từ 45 vnd trở lên, phí giữ xe 6 vnd nhé.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên phục vụ rất thân thiện và dễ thương. Đồ uống có giá từ 45 vnd trở lên, giữ xe 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên phục vụ dễ thương, thân thiện với khách. Giá nước khoảng từ 45 vnd trở lên, gửi xe 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Nhân viên của quán dễ thương và thân thiện. Giá nước từ 45 vnd trở lên, phí giữ xe là 6 vnd.",0,2,0,3
31,"nhân viên phục vụ dễ thương, thân thiện. giá nước tầm 45 vnd trở lên, phí giữ xe 6 vnd nhé","Phục vụ ở quán khá dễ thương và thân thiện. Giá nước bắt đầu từ 45 vnd trở lên, phí gửi xe 6 vnd.",0,2,0,3
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Đây là quán mình khá thích, đồ ăn đa dạng và hợp khẩu vị. Tuy nhiên nhà mình có nhiều trẻ nhỏ nên nếu gọi các món thiên béo thì dễ bị ngán. Hôm mình đi cuối tuần có đặt phòng riêng nhưng vì khách đông nên mỗi lần ăn xong một ít lại phải chờ 5-10 phút mới có món tiếp theo, khiến bữa ăn hơi mất hứng. Dù vậy vẫn nên thử trải nghiệm, nhân viên dễ thương và giá cả hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Quán này là một trong những nơi mình thích, món ăn phong phú và khá ngon miệng. Nhưng vì gia đình có nhiều bé nên nếu gọi những món nhiều béo sẽ dễ ngấy. Lần mình đi cuối tuần đã đặt phòng riêng nhưng do khách đông nên ăn từng món lại phải đợi khoảng 5-10 phút mới có món tiếp, cảm giác hơi chán. Tuy vậy vẫn đáng thử, nhân viên dễ thương và giá hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Mình rất thích quán này vì đồ ăn đa dạng và khá hợp khẩu vị. Tuy nhiên nhà mình có nhiều trẻ nhỏ nên gọi các món béo nhiều thì nhanh ngán. Hôm đi cuối tuần dù đã đặt phòng riêng nhưng vì khách đông nên ăn xong một ít lại phải chờ 5-10 phút mới có món tiếp, nên hơi mất vui. Dù vậy vẫn nên ghé thử, nhân viên dễ thương và giá cả ổn.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Quán mình khá yêu thích, thực đơn đa dạng và món ăn ngon miệng. Do nhà có nhiều con nít nên khi gọi các món hơi béo thì dễ ngán. Mình đi vào cuối tuần và đã đặt phòng riêng nhưng khách khá đông nên mỗi lần ăn xong lại phải chờ 5-10 phút mới có món tiếp, khiến bữa ăn không được vui lắm. Dù vậy vẫn nên thử, nhân viên rất dễ thương và giá hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Đây là quán mình hay thích ghé vì đồ ăn phong phú và hợp miệng. Tuy nhiên gia đình mình có nhiều trẻ nhỏ nên gọi các món nhiều béo thì dễ ngấy. Lần đi cuối tuần có đặt phòng riêng nhưng vì đông khách nên ăn một món xong lại phải đợi 5-10 phút mới có món kế, cảm giác hơi chán miệng. Dù vậy vẫn đáng trải nghiệm, nhân viên dễ thương và giá cả hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Mình khá thích quán này vì món ăn đa dạng và ngon miệng. Nhưng do nhà có nhiều bé nên gọi các món thiên béo sẽ dễ bị ngán. Hôm đi cuối tuần dù đã đặt phòng riêng nhưng khách khá đông nên ăn từng món lại phải chờ 5-10 phút mới có tiếp, nên không được vui lắm. Tuy vậy vẫn nên thử, nhân viên dễ thương và giá ổn.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Quán này là nơi mình yêu thích, thực đơn đa dạng và món ăn khá hợp khẩu vị. Vì nhà có nhiều trẻ nhỏ nên nếu gọi món béo nhiều thì dễ ngấy. Mình đi cuối tuần, đã book phòng riêng nhưng do khách đông nên cứ ăn một ít lại phải chờ 5-10 phút mới có món tiếp theo, nên hơi mất hứng. Tuy vậy vẫn nên trải nghiệm, nhân viên dễ thương và giá hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Mình thích quán này vì đồ ăn phong phú và khá ngon. Tuy nhiên do gia đình có nhiều con nít nên gọi các món nhiều béo sẽ dễ ngán. Lần đi cuối tuần mình đặt phòng riêng nhưng vì đông khách nên ăn xong một món lại phải chờ 5-10 phút mới có món khác, khiến bữa ăn hơi chán. Dù vậy vẫn nên thử, nhân viên dễ thương và giá cả hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Đây là quán mình thích ghé vì món ăn đa dạng và hợp miệng. Nhưng do nhà có nhiều trẻ nhỏ nên những món thiên béo dễ gây ngán. Hôm đi cuối tuần mình có đặt phòng riêng nhưng vì khách đông nên mỗi lần ăn xong lại phải chờ 5-10 phút mới có món tiếp theo, nên hơi mất vui. Tuy vậy vẫn đáng thử, nhân viên dễ thương và giá hợp lý.",2,1,3,2
32,"quán mình yêu thích, đồ ăn đa dạng, khá hợp miệng, ngon, nhưng do nhà có con nít nhiều nên kêu mấy món hơn thiên béo thì dễ ngán, mình đi cuối tuần có book phòng riêng nhưng do lượng khách khá đông nên cứ ăn một món ít ít lại phải đợi 5-10p để ăn tiếp nên khá dễ chán miệng và không vui lắm. nên trải nghiệm thử nhé ạ, nhân viên dễ thương lắm, giá cả hợp lý.","Quán này mình khá thích vì thực đơn đa dạng và đồ ăn ngon. Tuy nhiên nhà mình có nhiều bé nên nếu gọi các món béo nhiều thì dễ ngấy. Lần mình đi cuối tuần đã đặt phòng riêng nhưng vì đông khách nên cứ ăn một ít lại phải đợi 5-10 phút mới có món tiếp, nên không vui lắm. Dù vậy vẫn nên trải nghiệm thử, nhân viên dễ thương và giá cả hợp lý.",2,1,3,2
33,"đi ngang thấy quán màu vàng nổi bần bật ở ngã 4 nguyễn thái sơn - phan văn trị. để bảng giá 35 vnd để hút khách nhưng chỉ có tô hủ tiếu heo có giá đó thôi nhé quý vị vào đây thì mình hay ăn hủ tiếu tomyum và pi thai. tomyum không chua nhưng có dầu ớt ăn không cẩn thận bị sặc lúc nào không hay pi thai thì nước dùng thanh hơn. điểm cộng là lát thịt dày cui và cho nhiều, sợi hủ tiếu dai ngon. gia vị để bàn gồm sa tế, prik nám sôm cay nhé với sốt suki chấm thịt. tại quán có quầy trà đá tự phục vụ, khăn ướt để sẵn trên bàn có tính phí. tốc độ ra món không lâu lắm. 1 khẩu phần ăn sẽ hơi ít đối với những ai ăn mạnh nên giá cả nhìn chung hơi đắt xí. lúc tính tiền thì phải đến quầy thu ngân để thanh toán.","Đi ngang qua thấy quán màu vàng rất nổi ở ngã tư Nguyễn Thái Sơn - Phan Văn Trị. Quán treo bảng giá 35 vnd để thu hút khách nhưng thực ra chỉ có tô hủ tiếu heo là giá đó. Mình thường ăn hủ tiếu tomyum và pi thai. Tomyum không chua nhưng có dầu ớt nên ăn không cẩn thận dễ bị sặc, còn pi thai thì nước dùng thanh hơn. Thịt cắt lát dày và nhiều, sợi hủ tiếu dai ngon. Trên bàn có sa tế, prik nám sôm cay và sốt suki để chấm thịt. Quán có quầy trà đá tự phục vụ, khăn ướt đặt sẵn trên bàn và có tính phí. Món ra khá nhanh, nhưng khẩu phần hơi ít với người ăn khỏe nên nhìn chung giá hơi cao. Khi thanh toán phải ra quầy thu ngân.",2,3,0,1
33,"đi ngang thấy quán màu vàng nổi bần bật ở ngã 4 nguyễn thái sơn - phan văn trị. để bảng giá 35 vnd để hút khách nhưng chỉ có tô hủ tiếu heo có giá đó thôi nhé quý vị vào đây thì mình hay ăn hủ tiếu tomyum và pi thai. tomyum không chua nhưng có dầu ớt ăn không cẩn thận bị sặc lúc nào không hay pi thai thì nước dùng thanh hơn. điểm cộng là lát thịt dày cui và cho nhiều, sợi hủ tiếu dai ngon. gia vị để bàn gồm sa tế, prik nám sôm cay nhé với sốt suki chấm thịt. tại quán có quầy trà đá tự phục vụ, khăn ướt để sẵn trên bàn có tính phí. tốc độ ra món không lâu lắm. 1 khẩu phần ăn sẽ hơi ít đối với những ai ăn mạnh nên giá cả nhìn chung hơi đắt xí. lúc tính tiền thì phải đến quầy thu ngân để thanh toán.","Lúc đi ngang ngã tư Nguyễn Thái Sơn - Phan Văn Trị thấy quán màu vàng rất nổi bật. Bảng giá ghi 35 vnd để hút khách nhưng thật ra chỉ có tô hủ tiếu heo mới có giá đó. Mình hay gọi hủ tiếu tomyum và pi thai. Tomyum không chua nhưng có dầu ớt nên ăn dễ bị sặc nếu không để ý, còn pi thai thì nước dùng thanh hơn. Điểm cộng là thịt cắt dày và cho khá nhiều, sợi hủ tiếu dai ngon. Gia vị trên bàn có sa tế, prik nám sôm cay và sốt suki để chấm thịt. Quán có trà đá tự phục vụ, khăn ướt để sẵn và có tính tiền. Món lên khá nhanh nhưng khẩu phần hơi ít với người ăn khỏe nên giá cảm giác hơi cao. Thanh toán phải ra quầy thu ngân.",2,3,0,1
33,"đi ngang thấy quán màu vàng nổi bần bật ở ngã 4 nguyễn thái sơn - phan văn trị. để bảng giá 35 vnd để hút khách nhưng chỉ có tô hủ tiếu heo có giá đó thôi nhé quý vị vào đây thì mình hay ăn hủ tiếu tomyum và pi thai. tomyum không chua nhưng có dầu ớt ăn không cẩn thận bị sặc lúc nào không hay pi thai thì nước dùng thanh hơn. điểm cộng là lát thịt dày cui và cho nhiều, sợi hủ tiếu dai ngon. gia vị để bàn gồm sa tế, prik nám sôm cay nhé với sốt suki chấm thịt. tại quán có quầy trà đá tự phục vụ, khăn ướt để sẵn trên bàn có tính phí. tốc độ ra món không lâu lắm. 1 khẩu phần ăn sẽ hơi ít đối với những ai ăn mạnh nên giá cả nhìn chung hơi đắt xí. lúc tính tiền thì phải đến quầy thu ngân để thanh toán.","Quán màu vàng nằm ngay ngã tư Nguyễn Thái Sơn - Phan Văn Trị nên đi ngang rất dễ thấy. Bảng ghi giá 35 vnd để thu hút khách nhưng chỉ có tô hủ tiếu heo là giá đó thôi. Mình thường ăn hủ tiếu tomyum và pi thai. Tomyum không chua nhưng có dầu ớt nên ăn dễ bị sặc, còn pi thai thì nước dùng thanh hơn. Thịt cắt lát dày và khá nhiều, sợi hủ tiếu dai ngon. Trên bàn có sa tế, prik nám sôm cay và sốt suki chấm thịt. Quán có quầy trà đá tự phục vụ, khăn ướt đặt sẵn trên bàn có tính phí. Món ra cũng không lâu nhưng khẩu phần hơi ít với người ăn khỏe nên thấy giá hơi cao. Khi tính tiền phải ra quầy thu ngân.",2,3,0,1
33,"đi ngang thấy quán màu vàng nổi bần bật ở ngã 4 nguyễn thái sơn - phan văn trị. để bảng giá 35 vnd để hút khách nhưng chỉ có tô hủ tiếu heo có giá đó thôi nhé quý vị vào đây thì mình hay ăn hủ tiếu tomyum và pi thai. tomyum không chua nhưng có dầu ớt ăn không cẩn thận bị sặc lúc nào không hay pi thai thì nước dùng thanh hơn. điểm cộng là lát thịt dày cui và cho nhiều, sợi hủ tiếu dai ngon. gia vị để bàn gồm sa tế, prik nám sôm cay nhé với sốt suki chấm thịt. tại quán có quầy trà đá tự phục vụ, khăn ướt để sẵn trên bàn có tính phí. tốc độ ra món không lâu lắm. 1 khẩu phần ăn sẽ hơi ít đối với những ai ăn mạnh nên giá cả nhìn chung hơi đắt xí. lúc tính tiền thì phải đến quầy thu ngân để thanh toán.","Đi ngang ngã tư Nguyễn Thái Sơn - Phan Văn Trị sẽ thấy quán màu vàng rất nổi bật. Quán treo bảng 35 vnd để hút khách nhưng thật ra chỉ có tô hủ tiếu heo là giá đó. Mình hay ăn hủ tiếu tomyum với pi thai. Tomyum không chua nhưng có dầu ớt nên nếu ăn không cẩn thận dễ bị sặc, còn pi thai thì nước dùng thanh hơn. Thịt cắt dày và cho nhiều, sợi hủ tiếu dai ngon. Gia vị trên bàn gồm sa tế, prik nám sôm cay và sốt suki chấm thịt. Trà đá có quầy tự phục vụ, khăn ướt để sẵn trên bàn có tính tiền. Món ra khá nhanh nhưng khẩu phần hơi ít với người ăn nhiều nên giá nhìn chung hơi cao. Thanh toán phải ra quầy.",2,3,0,1
33,"đi ngang thấy quán màu vàng nổi bần bật ở ngã 4 nguyễn thái sơn - phan văn trị. để bảng giá 35 vnd để hút khách nhưng chỉ có tô hủ tiếu heo có giá đó thôi nhé quý vị vào đây thì mình hay ăn hủ tiếu tomyum và pi thai. tomyum không chua nhưng có dầu ớt ăn không cẩn thận bị sặc lúc nào không hay pi thai thì nước dùng thanh hơn. điểm cộng là lát thịt dày cui và cho nhiều, sợi hủ tiếu dai ngon. gia vị để bàn gồm sa tế, prik nám sôm cay nhé với sốt suki chấm thịt. tại quán có quầy trà đá tự phục vụ, khăn ướt để sẵn trên bàn có tính phí. tốc độ ra món không lâu lắm. 1 khẩu phần ăn sẽ hơi ít đối với những ai ăn mạnh nên giá cả nhìn chung hơi đắt xí. lúc tính tiền thì phải đến quầy thu ngân để thanh toán.","Quán màu vàng nổi bật ngay góc ngã tư Nguyễn Thái Sơn - Phan Văn Trị nên dễ thấy khi đi ngang. Bảng giá ghi 35 vnd để thu hút khách nhưng chỉ có tô hủ tiếu heo là giá đó. Mình thường gọi hủ tiếu tomyum và pi thai. Tomyum không chua nhưng có dầu ớt nên dễ bị sặc nếu ăn không cẩn thận, còn pi thai thì nước dùng thanh hơn. Thịt cắt dày và khá nhiều, sợi hủ tiếu dai ngon. Trên bàn có sa tế, prik nám sôm cay và sốt suki chấm thịt. Quán có trà đá tự phục vụ và khăn ướt để sẵn trên bàn có tính phí. Món ra cũng nhanh nhưng khẩu phần hơi ít với người ăn khỏe nên thấy giá hơi cao. Tính tiền phải ra quầy thu ngân.",2,3,0,1
33,"đi ngang thấy quán màu vàng nổi bần bật ở ngã 4 nguyễn thái sơn - phan văn trị. để bảng giá 35 vnd để hút khách nhưng chỉ có tô hủ tiếu heo có giá đó thôi nhé quý vị vào đây thì mình hay ăn hủ tiếu tomyum và pi thai. tomyum không chua nhưng có dầu ớt ăn không cẩn thận bị sặc lúc nào không hay pi thai thì nước dùng thanh hơn. điểm cộng là lát thịt dày cui và cho nhiều, sợi hủ tiếu dai ngon. gia vị để bàn gồm sa tế, prik nám sôm cay nhé với sốt suki chấm thịt. tại quán có quầy trà đá tự phục vụ, khăn ướt để sẵn trên bàn có tính phí. tốc độ ra món không lâu lắm. 1 khẩu phần ăn sẽ hơi ít đối với những ai ăn mạnh nên giá cả nhìn chung hơi đắt xí. lúc tính tiền thì phải đến quầy thu ngân để thanh toán.","Lúc đi ngang ngã tư Nguyễn Thái Sơn - Phan Văn Trị thấy quán màu vàng rất nổi. Bảng ghi 35 vnd để hút khách nhưng thật ra chỉ có tô hủ tiếu heo mới có giá đó. Mình hay ăn hủ tiếu tomyum và pi thai. Tomyum không chua nhưng có dầu ớt nên ăn dễ bị sặc nếu không chú ý, còn pi thai thì nước dùng thanh hơn. Điểm cộng là thịt cắt dày và cho nhiều, sợi hủ tiếu dai ngon. Gia vị trên bàn gồm sa tế, prik nám sôm cay và sốt suki để chấm thịt. Quán có quầy trà đá tự phục vụ, khăn ướt đặt sẵn trên bàn có tính phí. Món ra không lâu nhưng khẩu phần hơi ít với người ăn nhiều nên giá hơi cao. Thanh toán phải ra quầy thu ngân.",2,3,0,1
