original,augmented,food,service,place,cost,source_index,similarity
quán phục vụ tệ nhân viên nhăng nhăng mặc dù mìn ăn uống trả tiền đàng hoàng í. quán khá to nhma phục vụ tệ hơn rất nhiều quán trong khu vực mình cực kì không thích,"Bánh canh ở đây ăn khá ngon và đầy đủ topping. Đi buổi sáng thì có huyết nhưng chiều tối lại hết. Quán khá đông và không có khăn giấy, chỉ có khăn ướt. Nếu đi sớm nên mang tiền lẻ vì buổi sáng đôi khi chưa có tiền thối, hoặc chuyển khoản cũng được. Mọi người ghé thử xem khẩu vị thế nào, mình thấy ăn khá vừa vị. Giá tô thường 45k. Nếu ăn nhiều trong tuần thì cũng hơi tốn.",0,1,3,0,,0.6393483
quán phục vụ tệ nhân viên nhăng nhăng mặc dù mìn ăn uống trả tiền đàng hoàng í. quán khá to nhma phục vụ tệ hơn rất nhiều quán trong khu vực mình cực kì không thích,"Bánh canh ở đây khá ngon và topping khá đầy đủ. Buổi sáng có huyết nhưng chiều tối lại không còn. Quán khá đông và không có khăn giấy, chỉ có khăn ướt. Ai đi ăn sáng sớm nên chuẩn bị tiền lẻ vì đôi khi chưa có tiền thối, hơi bất tiện, hoặc chuyển khoản cũng được. Mọi người ghé thử xem hợp khẩu vị không, mình thấy vị ăn khá ổn. Giá một tô thường 45k. Ăn nhiều trong tuần thì cũng hơi tốn tiền.",0,1,3,0,,0.6415453
quán phục vụ tệ nhân viên nhăng nhăng mặc dù mìn ăn uống trả tiền đàng hoàng í. quán khá to nhma phục vụ tệ hơn rất nhiều quán trong khu vực mình cực kì không thích,"Bánh canh ở quán khá ngon và có đầy đủ topping. Buổi sáng ăn thì có huyết nhưng chiều tối lại không có. Quán khá đông và không có khăn giấy mà chỉ có khăn ướt. Nếu đi sớm nên chuẩn bị tiền lẻ vì có lúc chưa có tiền thối, hơi bất tiện, hoặc có thể chuyển khoản. Mọi người ghé thử xem hợp khẩu vị không, mình thấy vị ăn khá vừa. Giá tô thường là 45k. Nếu ăn nhiều trong tuần thì cũng hơi tốn.",0,1,3,0,,0.64417124
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Quán khá nổi tiếng nên lúc nào cũng đông khách, không khí rất nhộn nhịp. Nhân viên phục vụ nhanh nhẹn và lanh tay, nhưng vì khách đông nên món lên hơi lâu. Về chất lượng thì lẩu có vị ổn, không quá xuất sắc nhưng vẫn đáng thử. Tụi mình đi 3 người, gọi thêm vài món khác hết khoảng 600k. Không gian quán hơi chật, bàn kê sát nhau nên đi lại hơi khó. Nếu đi đông thì nên đặt trước cho chắc.",3,3,3,0,,0.56141096
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Quán nổi tiếng nên luôn đông đúc và khá nhộn nhịp. Nhân viên phục vụ nhanh nhẹn, làm việc rất lanh lẹ nhưng do khách đông nên món ra hơi chậm. Lẩu ăn khá ổn, không quá đặc sắc nhưng vẫn đáng để thử. Nhóm mình đi 3 người, gọi thêm vài món nữa tổng cộng khoảng 600k. Quán hơi chật, bàn đặt sát nhau nên ra vào hơi bất tiện. Đi đông người thì nên đặt bàn trước.",3,3,3,0,,0.5600866
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Đây là quán khá nổi tiếng nên lúc nào cũng đông khách, không khí lúc nào cũng sôi động. Nhân viên phục vụ nhanh và lanh tay, tuy nhiên món lên hơi lâu vì lượng khách đông. Chất lượng lẩu ở mức ổn, không quá xuất sắc nhưng vẫn đáng ăn thử. Nhóm mình 3 người gọi thêm vài món khác tổng khoảng 600k. Không gian hơi chật, bàn đặt sát nhau nên đi lại hơi khó. Đi đông thì nên đặt trước.",3,3,3,0,,0.5876015
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Quán khá nổi tiếng và thường xuyên đông khách nên không khí rất nhộn nhịp. Nhân viên phục vụ nhanh nhẹn và làm việc khá lanh lẹ, nhưng vì đông khách nên món ra hơi lâu. Lẩu có vị khá ổn, không quá nổi bật nhưng vẫn đáng thử. Ba người tụi mình ăn và gọi thêm vài món khác tổng khoảng 600k. Không gian quán hơi chật, bàn kê sát nhau nên di chuyển hơi khó. Nếu đi đông thì nên đặt bàn trước.",3,3,3,0,,0.51622033
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Quán nổi tiếng nên lúc nào cũng đông khách và khá nhộn nhịp. Nhân viên phục vụ nhanh nhẹn, làm việc rất linh hoạt nhưng món lên hơi chậm vì khách đông. Lẩu ăn ổn, không quá xuất sắc nhưng vẫn đáng thử. Nhóm mình đi 3 người, gọi thêm vài món khác hết khoảng 600k. Không gian hơi chật, bàn đặt sát nhau nên ra vào hơi bất tiện. Đi đông thì nên đặt bàn trước cho chắc.",3,3,3,0,,0.5513789
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Do quán khá nổi tiếng nên lúc nào cũng đông khách, không khí rất nhộn nhịp. Nhân viên phục vụ nhanh nhẹn và lanh tay, tuy nhiên món ra hơi lâu vì khách quá đông. Về chất lượng thì lẩu ở mức ổn, không quá đặc biệt nhưng vẫn đáng thử. Tụi mình đi 3 người, gọi thêm vài món khác tổng khoảng 600k. Không gian hơi chật và bàn kê sát nhau nên đi lại hơi khó. Đi đông thì nên đặt trước.",3,3,3,0,,0.5341829
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Quán khá nổi tiếng nên thường xuyên đông khách, không khí khá nhộn nhịp. Nhân viên phục vụ nhanh nhẹn và linh hoạt nhưng món lên hơi lâu do lượng khách đông. Lẩu ăn ổn, không quá đặc sắc nhưng vẫn đáng để thử. Nhóm mình 3 người gọi thêm vài món nữa tổng hết khoảng 600k. Quán hơi chật, bàn đặt sát nhau nên di chuyển hơi khó. Đi đông thì nên đặt bàn trước.",3,3,3,0,,0.5362722
món ăn ổn. không gian ổn. phục vụ ổn. nói chung là tốt đó,"Quán nổi tiếng nên lúc nào cũng đông và không khí khá nhộn nhịp. Nhân viên phục vụ nhanh nhẹn, làm việc lanh lẹ nhưng vì đông khách nên món ra hơi lâu. Lẩu có vị khá ổn, không quá xuất sắc nhưng vẫn đáng thử. Ba người tụi mình gọi thêm vài món khác hết khoảng 600k. Không gian hơi chật, bàn kê sát nhau nên đi lại hơi khó. Ai đi đông thì nên đặt trước.",3,3,3,0,,0.56212324
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,"Đồ ăn có món ngon nhưng cũng có món chế biến chưa tới. Nhân viên nhanh nhẹn và thái độ phục vụ tốt. View khá đẹp, nhìn xuống ngã 5 và cây cầu. Giá các món dao động khoảng 150k đến 200k.",2,1,0,3,,0.732959
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,"Món ăn ở đây có món ngon nhưng cũng có món nấu chưa thật sự tới. Nhân viên phục vụ nhanh nhẹn và thái độ khá tốt. View đẹp, có thể nhìn xuống ngã 5 và cầu. Giá món khoảng 150k–200k.",2,1,0,3,,0.71769
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,Đồ ăn có món khá ngon nhưng cũng có món chế biến chưa đạt. Nhân viên nhanh nhẹn và phục vụ với thái độ tốt. Từ quán có view nhìn xuống ngã 5 và cây cầu khá đẹp. Giá món dao động từ 150k đến 200k.,2,1,0,3,,0.718461
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,Một số món ăn khá ngon nhưng cũng có món nấu chưa tới. Nhân viên phục vụ nhanh nhẹn và thái độ ổn. View đẹp khi nhìn xuống ngã 5 và cây cầu. Giá mỗi món khoảng 150k–200k.,2,1,0,3,,0.7056588
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,Đồ ăn có món ngon nhưng cũng có món chưa được chế biến tới. Nhân viên nhanh nhẹn và phục vụ khá tốt. Quán có view đẹp nhìn xuống ngã 5 và cầu. Giá các món tầm 150k đến 200k.,2,1,0,3,,0.7304425
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,Có món ăn ngon nhưng cũng có món nấu chưa đạt. Nhân viên phục vụ nhanh nhẹn và thái độ tốt. View từ quán nhìn xuống ngã 5 và cây cầu khá đẹp. Giá món khoảng 150k–200k.,2,1,0,3,,0.72638124
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,Món ăn ở đây có món ngon nhưng cũng có món chưa chế biến tới. Nhân viên nhanh nhẹn và phục vụ tốt. View khá đẹp với góc nhìn xuống ngã 5 và cầu. Giá các món dao động 150k–200k.,2,1,0,3,,0.70363474
đồ ăn cũng được! giá cả cũng không mắc lắm! phục vụ kém nhiệt tình,Đồ ăn có món ngon nhưng cũng có món chưa đạt về cách chế biến. Nhân viên phục vụ nhanh nhẹn và thái độ ổn. View đẹp nhìn xuống ngã 5 và cây cầu. Giá mỗi món khoảng 150k đến 200k.,2,1,0,3,,0.72878224
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở đây khá ngon và topping khá đầy đủ. Buổi sáng ăn thì có huyết đầy đủ, nhưng đến chiều tối lại không còn. Quán khá đông và không có khăn giấy, chỉ có khăn ướt. Nếu đi ăn sáng sớm thì nên chuẩn bị tiền lẻ vì đôi khi chưa có tiền thối, hơi bất tiện, hoặc có thể chuyển khoản. Mọi người có thể ghé thử xem hợp khẩu vị không, theo mình thì vị vừa ăn và ổn. Giá một tô thường là 45k. Nếu ăn nhiều trong tuần thì cũng hơi tốn.",2,1,3,3,,0.8478189
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở quán ăn khá ngon và đầy đủ topping. Đi buổi sáng thì có huyết, nhưng chiều tối lại không còn. Quán khá đông và không có khăn giấy, chỉ có khăn ướt. Ai đi sáng sớm nên chuẩn bị tiền lẻ vì đôi khi chưa có tiền thối, hoặc có thể chuyển khoản. Mọi người có thể ghé thử xem hợp khẩu vị không, mình thấy vị ăn khá ổn. Giá một tô thường là 45k, ăn nhiều trong tuần thì cũng hơi tốn.",2,1,3,3,,0.8125594
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở đây khá ngon và topping đầy đủ. Buổi sáng đi ăn thì có huyết, nhưng đến chiều tối thì lại hết. Quán khá đông và không có khăn giấy mà chỉ có khăn ướt. Nếu đi sớm thì nên mang tiền lẻ vì có lúc chưa có tiền thối, khá bất tiện, hoặc có thể chuyển khoản. Mọi người ghé thử xem hợp khẩu vị không, theo mình thì ăn khá vừa vị. Giá một tô thường khoảng 45k. Ăn nhiều trong tuần thì cũng hơi tốn tiền.",2,1,3,3,,0.8218715
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở đây ăn khá ngon và đầy đủ topping. Buổi sáng thì có huyết nhưng chiều tối lại không còn. Quán khá đông và không có khăn giấy, chỉ chuẩn bị khăn ướt. Ai đi ăn sớm nên mang tiền lẻ vì buổi sáng đôi khi chưa có tiền thối, hơi bất tiện, hoặc chuyển khoản cũng được. Mọi người có thể ghé thử xem hợp khẩu vị không, mình thấy ăn khá vừa vị. Giá tô thường 45k, ăn nhiều trong tuần thì cũng hơi tốn.",2,1,3,3,,0.824683
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở quán khá ngon và có topping đầy đủ. Buổi sáng ăn thì có huyết nhưng chiều tối lại không có. Quán khá đông và không có khăn giấy mà chỉ có khăn ướt. Nếu đi sớm nên chuẩn bị tiền lẻ vì đôi khi chưa có tiền thối, khá bất tiện, hoặc chuyển khoản. Mọi người có thể ghé thử xem hợp khẩu vị không, mình thấy vị ăn khá ổn. Giá tô thường 45k, ăn nhiều trong tuần thì cũng hơi tốn.",2,1,3,3,,0.82307917
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở đây ăn khá ngon và đầy đủ topping. Đi buổi sáng thì có huyết nhưng chiều tối lại hết. Quán khá đông và không có khăn giấy, chỉ có khăn ướt. Nếu đi sớm nên mang tiền lẻ vì buổi sáng đôi khi chưa có tiền thối, hoặc chuyển khoản cũng được. Mọi người ghé thử xem khẩu vị thế nào, mình thấy ăn khá vừa vị. Giá tô thường 45k. Nếu ăn nhiều trong tuần thì cũng hơi tốn.",2,1,3,3,,0.8296212
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở đây khá ngon và topping khá đầy đủ. Buổi sáng có huyết nhưng chiều tối lại không còn. Quán khá đông và không có khăn giấy, chỉ có khăn ướt. Ai đi ăn sáng sớm nên chuẩn bị tiền lẻ vì đôi khi chưa có tiền thối, hơi bất tiện, hoặc chuyển khoản cũng được. Mọi người ghé thử xem hợp khẩu vị không, mình thấy vị ăn khá ổn. Giá một tô thường 45k. Ăn nhiều trong tuần thì cũng hơi tốn tiền.",2,1,3,3,,0.8097745
"đến đây ăn và có trải nghiệm thật tệ, chất lượng món ăn bình thường, khẩu vị tùy người nhưng mình cảm thấy ở đây tạm ổn. về giá cả cũng tầm trung. có khu ngoài trời ven sông hoặc trong nhà nhưng mình nghĩ mọi người nên vào khu trong nhà vì ở ngoài sông hôi và có hàng cây chắn nên không mát lắm. đến đây thì 2 đứa order 1 nghêu hấp thái, 1 đậu hủ, 1 mẹt heo giòn. nghêu hấp thái ngon với nước dùng khá cay, nước chấm lạt, gia đình có trẻ em không nên gọi món này. còn đậu hủ chiên giòn bình thường, ăn kèm với mắm tôm nhưng bạn mình không ăn mắm tôm có nhờ bạn nhân viên đổi sang tương ớt thì bạn đó đi luôn và không trở lại sau khi lót dạ 2 món trên thì tụi mình ngồi chờ cái mẹt cả tiếng, hỏi bạn nhân viên thì bạn đó báo bếp đang làm. chờ thêm 15 phút nữa có 1 bạn khác ra thông báo món đó hết rồi ? thật sự lúc này mình muốn bỏ về nhưng vì đang đói nên order món khác là gà tiềm ớt hiểm. đợi thêm 40 phút nữa, lúc này gần 10h rồi vẫn chưa thấy món, bên mình hối nhân viên xong thì bưng ra được nồi lẩu chưa có gà à vị nước lẩu không cay lắm, không thơm mùi ớt hiểm, gà mềm. ngay cả khi bọn mình kêu tính hóa đơn trước mà còn chậm chạp. nhận hóa đơn may mà kiểm tra lại vì quán tính tiền cả mẹt heo cho bọn mình chưa kể ăn về bị đau bụng","Bánh canh ở quán khá ngon và có đầy đủ topping. Buổi sáng ăn thì có huyết nhưng chiều tối lại không có. Quán khá đông và không có khăn giấy mà chỉ có khăn ướt. Nếu đi sớm nên chuẩn bị tiền lẻ vì có lúc chưa có tiền thối, hơi bất tiện, hoặc có thể chuyển khoản. Mọi người ghé thử xem hợp khẩu vị không, mình thấy vị ăn khá vừa. Giá tô thường là 45k. Nếu ăn nhiều trong tuần thì cũng hơi tốn.",2,1,3,3,,0.82216567
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Ưu điểm: quán rộng rãi, thoáng mát, có nhiều phòng VIP và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ. Menu đa dạng, món ăn ở mức ổn, không quá xuất sắc nhưng cũng không tệ. Gỏi bò bóp thấu và mực nướng muối ớt khá ngon. Giá cả tạm chấp nhận được. Khuyết điểm: món lên rất lâu, dù đã đặt trước để chuẩn bị nhưng vẫn phải chờ, khoảng cách giữa các món quá lâu khiến mình no ngang và không còn hứng gọi thêm.",3,1,2,3,,0.92767584
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Điểm cộng là không gian rộng và thoáng, có nhiều phòng VIP cùng nhiều bàn nên dịp lễ vẫn đủ chỗ. Món ăn khá đa dạng, chất lượng ở mức ổn, không quá nổi bật nhưng cũng không dở. Gỏi bò bóp thấu và mực nướng muối ớt ăn ngon. Giá cả tạm ổn. Tuy nhiên điểm trừ lớn là lên món quá lâu, dù đã đặt trước vẫn phải chờ, khoảng cách giữa các món lâu đến mức mình no luôn và không muốn gọi thêm.",3,1,2,3,,0.9079032
"ưu điểm: - rộng rãi thoáng mát có nhiều phòng vip và nhiều bàn nên những dịp lễ không lo thiếu - nhiều món, ăn cũng được, không quá xuất sắc cũng không dở - gỏi bò bóp thấu, mực nướng muối ớt ngon - giá cả tạm được khuyết điểm: - lên món lâu quá trời lâu, đặt món trước để chuẩn bị rồi mà vẫn còn đợi khoảng cách giữa các lần lên món quá trời lâu, làm mình bị no luôn không có hứng gọi thêm gì khác","Quán có ưu điểm là rộng rãi và thoáng mát, nhiều phòng VIP và nhiều bàn nên dịp lễ cũng không lo thiếu chỗ. Món ăn khá đa dạng, ăn ổn chứ không quá xuất sắc cũng không tệ. Gỏi bò bóp thấu với mực nướng muối ớt khá ngon. Giá cả ở mức tạm được. Nhược điểm là lên món quá lâu, dù đã đặt trước nhưng vẫn phải chờ, mỗi món cách nhau quá lâu khiến mình no ngang và không còn muốn gọi thêm.",3,1,2,3,,0.926383
